"ObsID";"StudyID";"TumourType";"TumourSite";"ObsResult";"pValue";"Operator";"TD50_Gold";"TD50_Lhasa"
15499;490;"Leukaemia";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15501;457;"Leukaemia- erythrocytic";"Mandibular lymph node";"Not specified";1.0;"=";0.0;20.318618
15512;487;"Leukaemia- granulocytic";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15513;488;"Leukaemia- granulocytic";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15514;1129;"Leukaemia- granulocytic";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15515;490;"Leukaemia- granulocytic";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15559;744;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";0.5;"<=";0.0;0.0
15563;5;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";0.5;"<=";0.0;0.0
15564;192;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15592;487;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";0.5;"<=";0.0;643.368266
15593;488;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";0.4949;"<=";0.0;674.120445
15594;1129;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15595;490;"Leukaemia- mononuclear cell";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15663;1068;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";0.2565;"<=";0.0;0.0
15664;26;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15670;190;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";1.0;"=";0.0;0.0
15671;191;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";0.5;"<=";0.0;0.0
15709;452;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";0.2487;"<=";0.0;0.0
15740;1129;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";0.305;"<=";0.0;0.0
15741;490;"Lymphoma- malignant";"Mandibular lymph node";"Not specified";0.2502;"<=";0.0;0.0
15768;190;"Tumour- mast cell- malignant";"Mandibular lymph node";"Not specified";0.5;"<=";0.0;0.0
15859;26;"Carcinoma";"Mediastinal lymph node";"Not specified";0.5;"<=";0.0;0.0
15910;1068;"Carcinoma- hepatocellular";"Mediastinal lymph node";"Not specified";0.5;"<=";0.0;0.0
15979;457;"Leukaemia- erythrocytic";"Mediastinal lymph node";"Not specified";1.0;"=";0.0;0.0
16085;1068;"Lymphoma- malignant";"Mediastinal lymph node";"Not specified";1.0;"=";0.0;0.0
16086;26;"Lymphoma- malignant";"Mediastinal lymph node";"Not specified";1.0;"=";0.0;0.0
16209;26;"Carcinoma";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16224;452;"Carcinoma";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16231;192;"Chordoma";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16237;1068;"Fibrosarcoma";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16248;744;"Histiocytoma- fibrous";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16249;190;"Histiocytoma- fibrous";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16292;190;"Haemangiosarcoma";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16375;1068;"Sarcoma- histiocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16376;26;"Sarcoma- histiocytic";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16377;744;"Sarcoma- histiocytic";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16382;190;"Sarcoma- histiocytic";"Mesenteric lymph node";"Not specified";0.1212;"<=";0.0;1922.398484
16409;452;"Sarcoma- histiocytic";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;0.0
16432;490;"Sarcoma- histiocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16440;488;"Leiomyosarcoma";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16442;457;"Leukaemia- erythrocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;20.318618
16456;487;"Leukaemia- granulocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16457;488;"Leukaemia- granulocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16458;1129;"Leukaemia- granulocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16459;490;"Leukaemia- granulocytic";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16518;743;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16519;744;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16524;5;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";0.0166;"<=";0.0;226.439813
16525;192;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";0.0959;"<=";0.0;0.0
16581;487;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";0.5;"<=";0.0;643.368266
16582;488;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";0.4949;"<=";0.0;674.120445
16583;1129;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16584;490;"Leukaemia- mononuclear cell";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16659;1068;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16660;26;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16668;190;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";0.2117;"<=";0.0;0.0
16669;191;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";0.2499;"<=";0.0;0.0
16717;452;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";0.2487;"<=";0.0;0.0
16755;487;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16756;488;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
16757;1129;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";0.305;"<=";0.0;0.0
16758;490;"Lymphoma- malignant";"Mesenteric lymph node";"Not specified";0.2502;"<=";0.0;0.0
16845;190;"Sarcoma- stromal cell";"Mesenteric lymph node";"Not specified";1.0;"=";0.0;0.0
17029;487;"Adenocarcinoma";"Mammary gland";"Not specified";0.067;"<=";0.0;89.355005
17030;488;"Adenocarcinoma";"Mammary gland";"Not specified";0.0312;"<=";0.0;98.89286
17031;1129;"Adenocarcinoma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17032;490;"Adenocarcinoma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17076;744;"Adenoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17078;190;"Adenoma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17079;5;"Adenoma";"Mammary gland";"Not specified";0.3189;"<=";0.0;0.0
17098;452;"Adenoma";"Mammary gland";"Not specified";0.3157;"<=";0.0;1207.995641
17116;487;"Adenoma";"Mammary gland";"Not specified";0.1377;"<=";0.0;255.553593
17117;488;"Adenoma";"Mammary gland";"Not specified";0.0278;"<=";0.0;298.676476
17181;1068;"Carcinoma";"Mammary gland";"Not specified";0.3189;"<=";0.0;0.0
17182;743;"Carcinoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17183;744;"Carcinoma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17190;190;"Carcinoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17191;5;"Carcinoma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17235;452;"Carcinoma";"Mammary gland";"Not specified";0.0262;"<=";0.0;66.249074
17323;743;"Fibroadenoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17324;744;"Fibroadenoma";"Mammary gland";"Not specified";0.2367;"<=";0.0;0.0
17329;5;"Fibroadenoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17330;192;"Fibroadenoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17366;452;"Fibroadenoma";"Mammary gland";"Not specified";0.0158;"<=";0.0;10.042864
17394;487;"Fibroadenoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17395;488;"Fibroadenoma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17396;1129;"Fibroadenoma";"Mammary gland";"Not specified";0.2475;"<=";0.0;474.70843
17397;490;"Fibroadenoma";"Mammary gland";"Not specified";0.2475;"<=";0.0;482.344368
17403;743;"Fibroma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17404;744;"Fibroma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17407;487;"Fibroma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17408;488;"Fibroma";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17409;490;"Fibroma";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17419;190;"Sarcoma- histiocytic";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17420;5;"Sarcoma- histiocytic";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17426;487;"Leukaemia- granulocytic";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17427;488;"Leukaemia- granulocytic";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17443;5;"Leukaemia- mononuclear cell";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17444;192;"Leukaemia- mononuclear cell";"Mammary gland";"Not specified";0.2499;"<=";0.0;0.0
17456;487;"Leukaemia- mononuclear cell";"Mammary gland";"Not specified";0.5;"<=";0.0;643.368266
17457;488;"Leukaemia- mononuclear cell";"Mammary gland";"Not specified";0.4949;"<=";0.0;674.120445
17467;190;"Lymphoma- malignant";"Mammary gland";"Not specified";0.2475;"<=";0.0;0.0
17471;452;"Lymphoma- malignant";"Mammary gland";"Not specified";0.2487;"<=";0.0;0.0
17475;1129;"Lymphoma- malignant";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17476;490;"Lymphoma- malignant";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
17486;192;"Pheochromocytoma- malignant";"Mammary gland";"Not specified";0.5;"<=";0.0;0.0
17493;190;"Fibrosarcoma";"Adipose tissue";"Not specified";0.5;"<=";0.0;0.0
17494;190;"Histiocytoma- fibrous";"Adipose tissue";"Not specified";0.5;"<=";0.0;0.0
17496;190;"Haemangiosarcoma";"Adipose tissue";"Not specified";0.5;"<=";0.0;0.0
17497;191;"Haemangiosarcoma";"Adipose tissue";"Not specified";0.5;"<=";0.0;0.0
17503;190;"Sarcoma- histiocytic";"Adipose tissue";"Not specified";0.2475;"<=";0.0;0.0
17507;190;"Lymphoma- malignant";"Adipose tissue";"Not specified";0.2232;"<=";0.0;0.0
17508;191;"Lymphoma- malignant";"Adipose tissue";"Not specified";0.1212;"<=";0.0;0.0
17512;190;"Sarcoma- stromal cell";"Adipose tissue";"Not specified";1.0;"=";0.0;0.0
17545;26;"Carcinoma";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
17546;744;"Carcinoma";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
17568;452;"Carcinoma";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
17587;1068;"Fibrosarcoma";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
17757;5;"Sarcoma- histiocytic";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
17838;744;"Leukaemia- mononuclear cell";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
17842;5;"Leukaemia- mononuclear cell";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
17843;192;"Leukaemia- mononuclear cell";"Mesothelium";"Not specified";0.1212;"<=";0.0;0.0
17887;487;"Lipoma";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
17888;488;"Lipoma";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
17929;1068;"Lymphoma- malignant";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
17973;1129;"Lymphoma- malignant";"Mesothelium";"Not specified";0.5;"<=";0.0;782.370225
17974;490;"Lymphoma- malignant";"Mesothelium";"Not specified";0.5;"<=";0.0;794.955067
18010;743;"Mesothelioma- malignant";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
18011;744;"Mesothelioma- malignant";"Mesothelium";"Not specified";1.0;"=";0.0;0.0
18013;192;"Mesothelioma- malignant";"Mesothelium";"Not specified";0.3788;"<=";0.0;0.0
18122;487;"Sarcoma";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
18123;488;"Sarcoma";"Mesothelium";"Not specified";0.5;"<=";0.0;0.0
18193;490;"Carcinoma- squamous cell- adventitia";"Nose";"Not specified";1.0;"=";0.0;0.0
18214;5;"Adenoma";"Nose";"Not specified";0.5;"<=";0.0;0.0
18219;743;"Astrocytoma- malignant";"Nose";"Not specified";0.5;"<=";0.0;0.0
18220;452;"Carcinoma- basal cell";"Nose";"Not specified";0.5;"<=";0.0;184.2016
18276;1068;"Sarcoma- histiocytic";"Nose";"Not specified";1.0;"=";0.0;0.0
18277;744;"Sarcoma- histiocytic";"Nose";"Not specified";0.5;"<=";0.0;0.0
18279;190;"Sarcoma- histiocytic";"Nose";"Not specified";0.5;"<=";0.0;0.0
18292;487;"Sarcoma- histiocytic";"Nose";"Not specified";1.0;"=";0.0;0.0
18293;488;"Sarcoma- histiocytic";"Nose";"Not specified";1.0;"=";0.0;0.0
18297;487;"Leukaemia- granulocytic";"Nose";"Not specified";1.0;"=";0.0;0.0
18298;488;"Leukaemia- granulocytic";"Nose";"Not specified";1.0;"=";0.0;0.0
18299;490;"Leukaemia- granulocytic";"Nose";"Not specified";1.0;"=";0.0;0.0
18326;743;"Leukaemia- mononuclear cell";"Nose";"Not specified";0.5;"<=";0.0;0.0
18327;744;"Leukaemia- mononuclear cell";"Nose";"Not specified";1.0;"=";0.0;0.0
18329;5;"Leukaemia- mononuclear cell";"Nose";"Not specified";0.5;"<=";0.0;0.0
18330;192;"Leukaemia- mononuclear cell";"Nose";"Not specified";0.3788;"<=";0.0;0.0
18353;487;"Leukaemia- mononuclear cell";"Nose";"Not specified";0.5;"<=";0.0;643.368266
18354;488;"Leukaemia- mononuclear cell";"Nose";"Not specified";0.4949;"<=";0.0;674.120445
18383;1068;"Lymphoma- malignant";"Nose";"Not specified";1.0;"=";0.0;0.0
18384;26;"Lymphoma- malignant";"Nose";"Not specified";0.5;"<=";0.0;0.0
18386;190;"Lymphoma- malignant";"Nose";"Not specified";1.0;"=";0.0;0.0
18403;452;"Lymphoma- malignant";"Nose";"Not specified";0.5;"<=";0.0;0.0
18416;1129;"Lymphoma- malignant";"Nose";"Not specified";0.305;"<=";0.0;0.0
18417;490;"Lymphoma- malignant";"Nose";"Not specified";0.2502;"<=";0.0;0.0
18425;190;"Tumour- mast cell- malignant";"Nose";"Not specified";0.5;"<=";0.0;0.0
18443;744;"Sarcoma";"Nose";"Not specified";0.5;"<=";0.0;0.0
18457;487;"Carcinoma- squamous cell";"Nose";"Not specified";0.2424;"<=";0.0;322.290912
18458;488;"Carcinoma- squamous cell";"Nose";"Not specified";0.2028;"<=";0.0;444.05456
18459;1129;"Carcinoma- squamous cell";"Nose";"Not specified";0.2475;"<=";0.0;411.322982
18460;490;"Carcinoma- squamous cell";"Nose";"Not specified";0.2475;"<=";0.0;417.939331
18485;192;"Leukaemia- mononuclear cell";"Respiratory epithelium";"Not specified";1.0;"=";0.0;0.0
18494;190;"Tumour- mast cell- malignant";"Gingiva";"Not specified";0.5;"<=";0.0;0.0
18502;743;"Carcinoma- squamous cell";"Gingiva";"Not specified";1.0;"=";0.0;0.0
18504;5;"Carcinoma- squamous cell";"Gingiva";"Not specified";0.5;"<=";0.0;0.0
18510;452;"Carcinoma- squamous cell";"Gingiva";"Not specified";0.2171;"<=";0.0;0.0
18514;192;"Papilloma- squamous cell";"Gingiva";"Not specified";0.5;"<=";0.0;0.0
18538;1129;"Osteosarcoma";"Oral mucosa";"Not specified";0.5;"<=";0.0;782.370225
18539;490;"Osteosarcoma";"Oral mucosa";"Not specified";0.5;"<=";0.0;794.955067
18540;488;"Sarcoma";"Oral mucosa";"Not specified";1.0;"=";0.0;0.0
18563;744;"Carcinoma- squamous cell";"Oral mucosa";"Not specified";0.5;"<=";0.0;0.0
18669;190;"Papilloma- squamous cell";"Pharynx";"Not specified";0.5;"<=";0.0;0.0
18670;192;"Papilloma- squamous cell";"Pharynx";"Not specified";0.5;"<=";0.0;0.0
18683;190;"Tumour- granulosa cell- malignant- bilateral";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18687;1068;"Luteoma- bilateral";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18689;190;"Adenoma- tubulostromal- bilateral";"Ovary";"Not specified";1.0;"=";0.0;0.0
18770;1068;"Cystadenoma";"Ovary";"Not specified";0.1529;"<=";0.0;0.0
18773;190;"Cystadenoma";"Ovary";"Not specified";0.2499;"<=";0.0;0.0
18792;452;"Cystadenoma";"Ovary";"Not specified";0.4505;"<=";0.0;488.571152
18813;190;"Histiocytoma- fibrous";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18840;1068;"Tumour- granulosa cell- benign";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18843;5;"Tumour- granulosa cell- benign";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18861;452;"Tumour- granulosa cell- benign";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18873;487;"Tumour- granulosa cell- benign";"Ovary";"Not specified";0.4949;"<=";0.0;642.360121
18874;488;"Tumour- granulosa cell- benign";"Ovary";"Not specified";0.4949;"<=";0.0;674.120445
18896;1068;"Tumour- granulosa cell- malignant";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18909;452;"Tumour- granulosa cell- malignant";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18917;487;"Tumour- granulosa cell- malignant";"Ovary";"Not specified";0.2475;"<=";0.0;0.0
18918;488;"Tumour- granulosa cell- malignant";"Ovary";"Not specified";0.2475;"<=";0.0;0.0
18950;743;"Tumour- granulosa cell-theca cell- benign";"Ovary";"Not specified";0.5;"<=";0.0;0.0
18954;452;"Tumour- granulosa cell-theca cell- benign";"Ovary";"Not specified";0.3378;"<=";0.0;408.243644
18987;1068;"Haemangioma";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19058;1068;"Sarcoma- histiocytic";"Ovary";"Not specified";0.3788;"<=";0.0;0.0
19060;190;"Sarcoma- histiocytic";"Ovary";"Not specified";0.1212;"<=";0.0;1922.398484
19061;5;"Sarcoma- histiocytic";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19091;487;"Sarcoma- histiocytic";"Ovary";"Not specified";1.0;"=";0.0;0.0
19092;488;"Sarcoma- histiocytic";"Ovary";"Not specified";1.0;"=";0.0;0.0
19096;457;"Leukaemia- erythrocytic";"Ovary";"Not specified";1.0;"=";0.0;20.318618
19105;487;"Leukaemia- granulocytic";"Ovary";"Not specified";1.0;"=";0.0;0.0
19106;488;"Leukaemia- granulocytic";"Ovary";"Not specified";1.0;"=";0.0;0.0
19134;743;"Leukaemia- mononuclear cell";"Ovary";"Not specified";0.2475;"<=";0.0;1991.980575
19137;5;"Leukaemia- mononuclear cell";"Ovary";"Not specified";1.0;"=";0.0;0.0
19160;487;"Leukaemia- mononuclear cell";"Ovary";"Not specified";0.5;"<=";0.0;643.368266
19161;488;"Leukaemia- mononuclear cell";"Ovary";"Not specified";0.4949;"<=";0.0;674.120445
19187;1068;"Luteoma";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19242;1068;"Lymphoma- malignant";"Ovary";"Not specified";1.0;"=";0.0;0.0
19245;190;"Lymphoma- malignant";"Ovary";"Not specified";0.2377;"<=";0.0;0.0
19266;452;"Lymphoma- malignant";"Ovary";"Not specified";0.2487;"<=";0.0;0.0
19330;487;"Sarcoma- stromal cell";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19331;488;"Sarcoma- stromal cell";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19336;452;"Schwannoma- malignant";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19339;452;"Tumour- Sertoli cell- malignant";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19363;1068;"Teratoma- benign";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19387;1068;"Teratoma- malignant";"Ovary";"Not specified";0.5;"<=";0.0;0.0
19433;488;"Carcinoma- tubulostromal";"Ovary";"Not specified";1.0;"=";0.0;0.0
19442;488;"Carcinoma- yolk sac";"Ovary";"Not specified";1.0;"=";0.0;0.0
19458;487;"Leukaemia- mononuclear cell";"Oviduct";"Not specified";0.5;"<=";0.0;643.368266
19459;488;"Leukaemia- mononuclear cell";"Oviduct";"Not specified";0.4949;"<=";0.0;674.120445
19469;1129;"Adenoma- acinar cell";"Pancreas";"Not specified";1.0;"=";0.0;0.0
19470;490;"Adenoma- acinar cell";"Pancreas";"Not specified";1.0;"=";0.0;0.0
19506;452;"Adenoma- acinar cell";"Pancreas";"Not specified";0.5;"<=";0.0;184.2016
19518;744;"Carcinoma- acinar cell";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
19670;26;"Adenoma";"Pancreatic islets";"Not specified";0.5;"<=";0.0;0.0
19742;1068;"Carcinoma";"Pancreatic islets";"Not specified";0.5;"<=";0.0;0.0
19743;26;"Carcinoma";"Pancreatic islets";"Not specified";0.5;"<=";0.0;0.0
19891;26;"Carcinoma";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
19912;1129;"Carcinoma";"Pancreas";"Not specified";0.5;"<=";0.0;782.370225
19913;490;"Carcinoma";"Pancreas";"Not specified";0.5;"<=";0.0;794.955067
19926;1068;"Fibrosarcoma";"Pancreas";"Not specified";1.0;"=";0.0;0.0
19927;190;"Fibrosarcoma";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
19943;190;"Histiocytoma- fibrous";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
20020;1068;"Sarcoma- histiocytic";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
20021;26;"Sarcoma- histiocytic";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
20022;744;"Sarcoma- histiocytic";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
20027;190;"Sarcoma- histiocytic";"Pancreas";"Not specified";0.2475;"<=";0.0;0.0
20062;490;"Sarcoma- histiocytic";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20079;487;"Leukaemia- granulocytic";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20080;488;"Leukaemia- granulocytic";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20081;490;"Leukaemia- granulocytic";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20134;743;"Leukaemia- mononuclear cell";"Pancreas";"Not specified";0.3189;"<=";0.0;0.0
20135;744;"Leukaemia- mononuclear cell";"Pancreas";"Not specified";0.1621;"<=";0.0;0.0
20140;5;"Leukaemia- mononuclear cell";"Pancreas";"Not specified";0.2499;"<=";0.0;0.0
20141;192;"Leukaemia- mononuclear cell";"Pancreas";"Not specified";0.1624;"<=";0.0;0.0
20248;1068;"Lymphoma- malignant";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20249;26;"Lymphoma- malignant";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
20256;190;"Lymphoma- malignant";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20257;191;"Lymphoma- malignant";"Pancreas";"Not specified";0.2475;"<=";0.0;0.0
20294;452;"Lymphoma- malignant";"Pancreas";"Not specified";0.2487;"<=";0.0;0.0
20321;487;"Lymphoma- malignant";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20322;488;"Lymphoma- malignant";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20323;1129;"Lymphoma- malignant";"Pancreas";"Not specified";0.3812;"<=";0.0;0.0
20324;490;"Lymphoma- malignant";"Pancreas";"Not specified";0.2872;"<=";0.0;917.825846
20358;744;"Mesothelioma- malignant";"Pancreas";"Not specified";0.5;"<=";0.0;0.0
20359;192;"Mesothelioma- malignant";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20383;192;"Tumour- mixed cell- benign";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20445;190;"Sarcoma- stromal cell";"Pancreas";"Not specified";1.0;"=";0.0;0.0
20520;743;"Adenoma";"Parathyroid gland";"Not specified";0.5;"<=";0.0;0.0
20523;5;"Adenoma";"Parathyroid gland";"Not specified";0.5;"<=";0.0;0.0
20535;452;"Adenoma";"Parathyroid gland";"Not specified";0.2487;"<=";0.0;95.857095
20546;1129;"Adenoma";"Parathyroid gland";"Not specified";1.0;"=";0.0;0.0
20547;490;"Adenoma";"Parathyroid gland";"Not specified";1.0;"=";0.0;0.0
20552;487;"Leukaemia- granulocytic";"Parathyroid gland";"Not specified";1.0;"=";0.0;0.0
20553;488;"Leukaemia- granulocytic";"Parathyroid gland";"Not specified";1.0;"=";0.0;0.0
20558;744;"Leukaemia- mononuclear cell";"Parathyroid gland";"Not specified";0.5;"<=";0.0;0.0
20559;192;"Leukaemia- mononuclear cell";"Parathyroid gland";"Not specified";0.5;"<=";0.0;0.0
20563;190;"Lymphoma- malignant";"Parathyroid gland";"Not specified";0.5;"<=";0.0;0.0
20566;1129;"Lymphoma- malignant";"Parathyroid gland";"Not specified";0.5;"<=";0.0;0.0
20567;490;"Lymphoma- malignant";"Parathyroid gland";"Not specified";0.4384;"<=";0.0;0.0
20659;192;"Mesothelioma- malignant";"Peritoneum";"Not specified";1.0;"=";0.0;0.0
20842;452;"Carcinoma";"Pituitary gland";"Not specified";0.5;"<=";0.0;0.0
20870;457;"Leukaemia- erythrocytic";"Pituitary gland";"Not specified";1.0;"=";0.0;20.318618
20880;487;"Leukaemia- granulocytic";"Pituitary gland";"Not specified";1.0;"=";0.0;0.0
20881;488;"Leukaemia- granulocytic";"Pituitary gland";"Not specified";1.0;"=";0.0;0.0
20932;743;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";0.2475;"<=";0.0;0.0
20933;744;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";0.2499;"<=";0.0;0.0
20938;5;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";0.3788;"<=";0.0;0.0
20939;192;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";0.1624;"<=";0.0;0.0
20990;487;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";0.5;"<=";0.0;643.368266
20991;488;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";0.5;"<=";0.0;675.178436
20992;1129;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";1.0;"=";0.0;0.0
20993;490;"Leukaemia- mononuclear cell";"Pituitary gland";"Not specified";1.0;"=";0.0;0.0
21012;1068;"Lymphoma- malignant";"Pituitary gland";"Not specified";0.2475;"<=";0.0;0.0
21013;26;"Lymphoma- malignant";"Pituitary gland";"Not specified";0.5;"<=";0.0;0.0
21017;190;"Lymphoma- malignant";"Pituitary gland";"Not specified";0.2475;"<=";0.0;0.0
21031;452;"Lymphoma- malignant";"Pituitary gland";"Not specified";0.5;"<=";0.0;0.0
21044;1129;"Lymphoma- malignant";"Pituitary gland";"Not specified";0.3812;"<=";0.0;0.0
21045;490;"Lymphoma- malignant";"Pituitary gland";"Not specified";0.3351;"<=";0.0;0.0
