"ChemID";"StudyID";"Species";"Strain";"Sex";"Exposure_Time";"Exposure_Unit";"Experiment_Time";"Experiment_Unit";"Route";"Notes"
"689";3323;"Mouse";"OF1";"Male";74.0;"week(s)";74.0;"week(s)";"Diet";""
"689";3324;"Rat";"OFA";"Female";100.0;"week(s)";100.0;"week(s)";"Diet";""
"689";3325;"Rat";"OFA";"Male";100.0;"week(s)";100.0;"week(s)";"Diet";""
"727";3442;"Rat";"Fischer 344";"Male";71.0;"week(s)";71.0;"week(s)";"Diet";""
"753";3565;"Mouse";"B6C3F1";"Male";88.0;"week(s)";92.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"753";3566;"Mouse";"B6C3F1";"Female";90.0;"week(s)";91.0;"week(s)";"Diet";"Test subject survival was decreased"
"753";3567;"Rat";"Osborne-Mendel";"Female";110.0;"week(s)";111.0;"week(s)";"Diet";"Test subject survival was decreased"
"753";3568;"Rat";"Osborne-Mendel";"Male";110.0;"week(s)";110.0;"week(s)";"Diet";""
"782";3669;"Rat";"Sprague-Dawley";"Female";78.0;"week(s)";104.0;"week(s)";"Gavage";""
"787";3683;"Mouse";"CF-1";"Female";80.0;"week(s)";80.0;"week(s)";"Diet";""
"787";3684;"Mouse";"CF-1";"Male";80.0;"week(s)";80.0;"week(s)";"Diet";""
"787";3685;"Rat";"Wistar";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"787";3686;"Rat";"Wistar";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"788";3687;"Rat";"Fischer 344";"Male";52.0;"week(s)";104.0;"week(s)";"Diet";""
"789";3688;"Mouse";"ICR/Jcl";"Mixed";54.0;"week(s)";54.0;"week(s)";"Diet";"Test subject survival was decreased"
"796";3708;"Mouse";"HRA/Skh";"Female";52.0;"week(s)";80.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"796";3709;"Mouse";"HRA/Skh";"Male";52.0;"week(s)";80.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"796";3710;"Rat";"Fischer 344";"Female";103.0;"week(s)";105.0;"week(s)";"Gavage";""
"796";3711;"Rat";"Fischer 344";"Male";103.0;"week(s)";105.0;"week(s)";"Gavage";""
"800";3727;"Rat";"Wistar";"Male";52.0;"week(s)";65.0;"week(s)";"Diet";""
"804";3756;"Mouse";"C3H (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"804";3757;"Mouse";"(C3H x RIII)F1 (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"804";3758;"Mouse";"RIII (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"805";3759;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";""
"805";3760;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";""
"805";3761;"Mouse";"Swiss/NIH";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"805";3762;"Mouse";"Swiss/NIH";"Male";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"830";3859;"Mouse";"B6C3F1";"Female";52.0;"week(s)";81.0;"week(s)";"Intraperitoneal";"The wording of the original technical report led to difficulty assigning a positive evaluation"
"830";3860;"Mouse";"B6C3F1";"Male";52.0;"week(s)";81.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"830";3861;"Rat";"Sprague-Dawley";"Female";34.0;"week(s)";80.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"830";3862;"Rat";"Sprague-Dawley";"Male";34.0;"week(s)";80.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"830";3863;"Mouse";"BALB/c";"Female";50.0;"week(s)";72.0;"week(s)";"Intraperitoneal";""
"830";3864;"Mouse";"BALB/c";"Male";50.0;"week(s)";67.0;"week(s)";"Intraperitoneal";""
"830";3865;"Rat";"Fischer 344";"Male";52.0;"week(s)";52.0;"week(s)";"Intraperitoneal";""
"873";3998;"Mouse";"CBA x C57BL";"Female";52.0;"week(s)";84.0;"week(s)";"Gavage";""
"873";3999;"Mouse";"CBA x C57BL";"Male";52.0;"week(s)";86.0;"week(s)";"Gavage";""
"873";4000;"Rat";"Wistar";"Female";52.0;"week(s)";117.0;"week(s)";"Gavage";""
"873";4001;"Rat";"Wistar";"Male";52.0;"week(s)";126.0;"week(s)";"Gavage";""
"892";4052;"Mouse";"CDF1";"Female";76.0;"week(s)";85.0;"week(s)";"Diet";""
"892";4053;"Mouse";"CDF1";"Male";76.0;"week(s)";85.0;"week(s)";"Diet";""
"892";4054;"Mouse";"B6C3F1";"Female";103.0;"week(s)";104.0;"week(s)";"Diet";""
"892";4055;"Mouse";"B6C3F1";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"892";4056;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Diet";""
"892";4057;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"915";4115;"Mouse";"C57BL/10J";"Female";97.0;"week(s)";97.0;"week(s)";"Diet";"Test subject survival was decreased"
"915";4116;"Mouse";"C57BL/10J";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"921";4131;"Mouse";"CF-1";"Female";80.0;"week(s)";80.0;"week(s)";"Diet";""
"921";4132;"Mouse";"CF-1";"Male";80.0;"week(s)";80.0;"week(s)";"Diet";""
"921";4133;"Rat";"Wistar";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"921";4134;"Rat";"Wistar";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"970";4427;"Rat";"BR 46";"Male";52.0;"week(s)";104.0;"week(s)";"Intravenous";"Test subject survival was decreased"
"970";4428;"Mouse";"BALB/c";"Female";50.0;"week(s)";87.0;"week(s)";"Intraperitoneal";""
"970";4429;"Mouse";"BALB/c";"Male";50.0;"week(s)";87.0;"week(s)";"Intraperitoneal";""
"970";4430;"Mouse";"B6C3F1";"Female";82.0;"week(s)";86.0;"week(s)";"Drinking water";""
"970";4431;"Mouse";"B6C3F1";"Male";82.0;"week(s)";86.0;"week(s)";"Drinking water";""
"970";4432;"Rat";"Fischer 344/DuCrj";"Female";104.0;"week(s)";111.0;"week(s)";"Drinking water";""
"970";4433;"Rat";"Fischer 344/DuCrj";"Male";104.0;"week(s)";111.0;"week(s)";"Drinking water";""
"972";4464;"Rat";"Wistar";"Male";26.0;"week(s)";104.0;"week(s)";"Drinking water";"Results for only a small number of tissues were reported. Test subject survival was decreased"
"972";4465;"Rat";"Long-Evans";"Male";52.0;"week(s)";52.0;"week(s)";"Diet";"Results for only a small number of tissues were reported. Test subject survival was decreased"
"972";4466;"Rat";"Wistar";"Female";78.0;"week(s)";78.0;"week(s)";"Drinking water";"Irregular dosing schedules were used. Results for only a small number of tissues were reported"
"972";4467;"Rat";"Wistar";"Male";78.0;"week(s)";78.0;"week(s)";"Drinking water";"Irregular dosing schedules were used. Results for only a small number of tissues were reported"
"972";4468;"Mouse";"C57BL";"Mixed";73.0;"week(s)";73.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1000";4519;"Rat";"ACI";"Female";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1000";4520;"Rat";"ACI";"Male";77.0;"week(s)";77.0;"week(s)";"Diet";""
"1001";4521;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1001";4522;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1001";4523;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1001";4524;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1002";4525;"Mouse";"CD1";"Female";51.0;"week(s)";73.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1002";4526;"Mouse";"CD1";"Male";51.0;"week(s)";73.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1002";4527;"Rat";"Sprague-Dawley";"Male";58.0;"week(s)";95.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups"
"1002";4528;"Mouse";"CD1";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1002";4529;"Mouse";"B6C3F2 br";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1002";4530;"Mouse";"B6C3F2 ph";"Female";52.0;"week(s)";69.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1002";4531;"Mouse";"CD1";"Male";56.0;"week(s)";69.0;"week(s)";"Diet";""
"1002";4532;"Rat";"Sprague-Dawley";"Male";43.0;"week(s)";69.0;"week(s)";"Diet";""
"1002";4533;"Rat";"Sprague-Dawley";"Male";36.0;"week(s)";52.0;"week(s)";"Diet";""
"1003";4534;"Mouse";"Swiss";"Female";105.0;"week(s)";105.0;"week(s)";"Drinking water";""
"1003";4535;"Mouse";"Swiss";"Male";93.0;"week(s)";93.0;"week(s)";"Drinking water";""
"1004";4536;"Rat";"Fischer 344";"Male";60.0;"week(s)";60.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1004";4537;"Rat";"Fischer 344";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1004";4538;"Rat";"Fischer 344";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1004";4539;"Rat";"Fischer 344";"Male";95.0;"week(s)";95.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1004";4540;"Rat";"Fischer 344";"Male";60.0;"week(s)";60.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1004";4541;"Rat";"Fischer 344";"Male";60.0;"week(s)";60.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1004";4542;"Mouse";"C57BL/6N";"Male";89.0;"week(s)";91.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1004";4543;"Mouse";"C57BL/6N";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";""
"998";4552;"Dog";"Beagle";"Female";364.0;"week(s)";364.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1006";4555;"Mouse";"C57BL/6";"Female";104.0;"week(s)";114.0;"week(s)";"Gavage";""
"1006";4556;"Mouse";"C57BL/6";"Male";104.0;"week(s)";114.0;"week(s)";"Gavage";""
"1006";4557;"Rat";"BD VI";"Female";104.0;"week(s)";114.0;"week(s)";"Gavage";""
"1006";4558;"Rat";"BD VI";"Male";104.0;"week(s)";114.0;"week(s)";"Gavage";""
"1007";4559;"Mouse";"CD1";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";"Test subject survival was decreased"
"1007";4560;"Mouse";"CD1";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";"Test subject survival was decreased"
"1015";4565;"Rat";"Fischer 344";"Female";94.0;"week(s)";130.0;"week(s)";"Drinking water";""
"1015";4566;"Rat";"Fischer 344";"Male";94.0;"week(s)";115.0;"week(s)";"Drinking water";""
"1017";4572;"Syrian hamster";"";"Male";48.0;"week(s)";70.0;"week(s)";"Diet";""
"1017";4573;"Rat";"Sprague-Dawley";"Female";46.0;"week(s)";66.0;"week(s)";"Diet";""
"1017";4574;"Rat";"Sprague-Dawley";"Female";46.0;"week(s)";66.0;"week(s)";"Diet";""
"1017";4575;"Rat";"Sprague-Dawley";"Female";46.0;"week(s)";66.0;"week(s)";"Diet";""
"1008";4588;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1008";4589;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1008";4590;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1008";4591;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1020";4592;"Mouse";"B6C3F1";"Female";103.0;"week(s)";105.0;"week(s)";"Inhalation";""
"1020";4593;"Mouse";"B6C3F1";"Male";103.0;"week(s)";106.0;"week(s)";"Inhalation";""
"1020";4594;"Rat";"Fischer 344";"Female";103.0;"week(s)";105.0;"week(s)";"Inhalation";""
"1020";4595;"Rat";"Fischer 344";"Male";103.0;"week(s)";105.0;"week(s)";"Inhalation";""
"1024";4615;"Mouse";"B6C3F1";"Female";78.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1024";4616;"Mouse";"B6C3F1";"Male";78.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1024";4617;"Rat";"Fischer 344";"Female";78.0;"week(s)";104.0;"week(s)";"Diet";"Test subject survival was decreased"
"1024";4618;"Mouse";"BALB/c";"Female";50.0;"week(s)";69.0;"week(s)";"Gavage";""
"1024";4619;"Rat";"Fischer 344";"Male";78.0;"week(s)";103.0;"week(s)";"Diet";""
"1026";4621;"Rat";"Sprague-Dawley";"Female";46.0;"week(s)";68.0;"week(s)";"Diet";""
"1011";4628;"Rat";"Fischer 344/DuCrj";"Male";52.0;"week(s)";52.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1011";4629;"Rat";"Sprague-Dawley";"Female";92.0;"week(s)";92.0;"week(s)";"Drinking water";""
"1036";4705;"Mouse";"CD-1 HaM/ICR";"Female";77.0;"week(s)";98.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1036";4706;"Mouse";"CD-1 HaM/ICR";"Male";77.0;"week(s)";98.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1036";4707;"Rat";"Sprague-Dawley";"Male";77.0;"week(s)";98.0;"week(s)";"Diet";""
"1038";4710;"Rat";"Fischer 344";"Female";112.0;"week(s)";130.0;"week(s)";"Drinking water";""
"1038";4711;"Rat";"Fischer 344";"Male";112.0;"week(s)";130.0;"week(s)";"Drinking water";""
"1031";4712;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"1031";4713;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";"Test subject survival was decreased"
"1033";4753;"Mouse";"B6C3F1";"Female";104.0;"week(s)";105.0;"week(s)";"Diet";""
"1033";4754;"Mouse";"B6C3F1";"Male";104.0;"week(s)";105.0;"week(s)";"Diet";""
"1033";4755;"Rat";"Fischer 344";"Female";103.0;"week(s)";105.0;"week(s)";"Diet";""
"1033";4756;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1046";4763;"Rat";"Long-Evans BLU:(LE)";"Mixed";175.0;"week(s)";175.0;"week(s)";"Drinking water";"Test subject survival was decreased"
"1046";4764;"Mouse";"CD1";"Female";130.0;"week(s)";130.0;"week(s)";"Drinking water";""
"1046";4765;"Mouse";"CD1";"Male";120.0;"week(s)";120.0;"week(s)";"Drinking water";""
"1048";4766;"Mouse";"B6AKF1";"Female";81.0;"week(s)";81.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1048";4767;"Mouse";"B6AKF1";"Male";81.0;"week(s)";81.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1048";4768;"Mouse";"B6C3F1";"Female";81.0;"week(s)";81.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1048";4769;"Mouse";"B6C3F1";"Male";81.0;"week(s)";81.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1034";4773;"Mouse";"Not specified";"Female";64.0;"week(s)";64.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1034";4774;"Mouse";"Not specified";"Male";64.0;"week(s)";64.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1035";4775;"Mouse";"Swiss";"Male";86.0;"week(s)";87.0;"week(s)";"Drinking water";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1035";4776;"Rat";"Cb/Sc";"Female";48.0;"week(s)";64.0;"week(s)";"Drinking water";"Test subject survival was decreased"
"1035";4777;"Rat";"Cb/Sc";"Male";48.0;"week(s)";84.0;"week(s)";"Drinking water";"Test subject survival was decreased"
"1035";4778;"Mouse";"Swiss";"Male";79.0;"week(s)";79.0;"week(s)";"Gavage";"Animals were given low protein diets. Results for only a small number of tissues were reported"
"1035";4779;"Mouse";"Swiss";"Male";79.0;"week(s)";79.0;"week(s)";"Gavage";"Animals were given vitamin deficient diets. Results for only a small number of tissues were reported"
"1035";4780;"Mouse";"Swiss";"Mixed";97.0;"week(s)";97.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1035";4781;"Mouse";"Swiss";"Mixed";95.0;"week(s)";95.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1035";4782;"Mouse";"A";"Male";79.0;"week(s)";79.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1035";4783;"Mouse";"Swiss";"Female";83.0;"week(s)";83.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1035";4784;"Mouse";"Swiss";"Male";85.0;"week(s)";85.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1035";4785;"Mouse";"Swiss";"Female";81.0;"week(s)";83.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1035";4786;"Mouse";"Swiss";"Female";101.0;"week(s)";106.0;"week(s)";"Drinking water";"Exposure and experiment times are mean values across all dose groups"
"1035";4787;"Syrian hamster";"";"Female";121.0;"week(s)";121.0;"week(s)";"Drinking water";""
"1035";4788;"Syrian hamster";"";"Male";130.0;"week(s)";130.0;"week(s)";"Drinking water";""
"1035";4789;"Mouse";"Not specified";"Mixed";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1035";4790;"Mouse";"CBA/Cb/Se";"Female";36.0;"week(s)";84.0;"week(s)";"Gavage";""
"1035";4791;"Mouse";"CBA/Cb/Se";"Male";36.0;"week(s)";74.0;"week(s)";"Gavage";""
"1035";4792;"Mouse";"C3H (MTV+)";"Female";72.0;"week(s)";72.0;"week(s)";"Drinking water";""
"1035";4793;"Mouse";"C3H (MTV+)";"Male";72.0;"week(s)";72.0;"week(s)";"Drinking water";""
"1035";4794;"Mouse";"Swiss";"Female";80.0;"week(s)";80.0;"week(s)";"Drinking water";""
"1035";4795;"Mouse";"Swiss";"Male";80.0;"week(s)";80.0;"week(s)";"Drinking water";""
"1035";4796;"Mouse";"AKR";"Female";70.0;"week(s)";70.0;"week(s)";"Drinking water";""
"1035";4797;"Mouse";"AKR";"Male";59.0;"week(s)";59.0;"week(s)";"Drinking water";""
"1051";4798;"Mouse";"B6C3F1";"Female";52.0;"week(s)";52.0;"week(s)";"Diet";""
"1051";4799;"Mouse";"B6C3F1";"Male";52.0;"week(s)";52.0;"week(s)";"Diet";""
"1051";4800;"Mouse";"B6C3F1";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1051";4801;"Mouse";"B6C3F1";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";""
"1051";4802;"Mouse";"B6C3F1";"Female";107.0;"week(s)";107.0;"week(s)";"Diet";""
"1051";4803;"Mouse";"B6C3F1";"Male";107.0;"week(s)";107.0;"week(s)";"Diet";""
"1052";4804;"Mouse";"Alderly Park";"Male";56.0;"week(s)";56.0;"week(s)";"Multiple routes";"Results for only a small number of tissues were reported. Test subject survival was decreased"
"1052";4805;"Mouse";"Alderly Park";"Male";56.0;"week(s)";56.0;"week(s)";"Multiple routes";"Results for only a small number of tissues were reported. Test subject survival was decreased"
"1052";4806;"Rat";"Sprague-Dawley";"Female";51.0;"week(s)";65.0;"week(s)";"Gavage";"Exposure and experiment times are mean values across all dose groups. Results for only a small number of tissues were reported"
"1052";4807;"Mouse";"C57BL/6";"Female";52.0;"week(s)";52.0;"week(s)";"Diet";"Irregular dosing schedules were used. Results for only a small number of tissues were reported"
"1052";4808;"Mouse";"DBA/2";"Female";52.0;"week(s)";52.0;"week(s)";"Diet";"Irregular dosing schedules were used. Results for only a small number of tissues were reported"
"1052";4809;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4810;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4811;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4812;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4813;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4814;"Rat";"Slc-Wistar";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4815;"Rat";"Fischer 344/Tox";"Female";86.0;"week(s)";86.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1052";4816;"Rat";"Wistar/LAC-P";"Female";49.0;"week(s)";49.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1052";4817;"Rat";"Lewis";"Female";48.0;"week(s)";48.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1052";4818;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4819;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1052";4820;"Mouse";"B6C3F1";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1052";4821;"Rat";"Alpk:APfSD";"Female";88.0;"week(s)";107.0;"week(s)";"Gavage";""
"1052";4822;"Rat";"Alpk:APfSD";"Male";88.0;"week(s)";107.0;"week(s)";"Gavage";""
"1052";4823;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1052";4824;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";""
"1052";4825;"Mouse";"Alderly Park";"Female";65.0;"week(s)";65.0;"week(s)";"Multiple routes";""
"1052";4826;"Mouse";"Alderly Park";"Male";65.0;"week(s)";65.0;"week(s)";"Multiple routes";""
"1052";4827;"Rat";"Sprague-Dawley";"Female";167.0;"week(s)";167.0;"week(s)";"Gavage";""
"1052";4828;"Rat";"Sprague-Dawley";"Male";167.0;"week(s)";167.0;"week(s)";"Gavage";""
"1063";4858;"Syrian hamster";"";"Female";80.0;"week(s)";80.0;"week(s)";"Gavage";""
"1063";4859;"Syrian hamster";"";"Male";80.0;"week(s)";80.0;"week(s)";"Gavage";""
"1063";4860;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";130.0;"week(s)";"Gavage";""
"1063";4861;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";130.0;"week(s)";"Gavage";""
"1064";4866;"Mouse";"Swiss";"Female";102.0;"week(s)";102.0;"week(s)";"Drinking water";""
"1064";4867;"Mouse";"Swiss";"Male";101.0;"week(s)";101.0;"week(s)";"Drinking water";""
"1056";4869;"Mouse";"B6C3F1";"Female";103.0;"week(s)";103.0;"week(s)";"Diet";""
"1056";4870;"Mouse";"B6C3F1";"Male";103.0;"week(s)";103.0;"week(s)";"Diet";""
"1056";4871;"Rat";"Fischer 344";"Female";103.0;"week(s)";105.0;"week(s)";"Diet";""
"1056";4872;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Diet";""
"1069";4879;"Rat";"Fischer 344";"Male";128.0;"week(s)";128.0;"week(s)";"Drinking water";""
"1076";4904;"Mouse";"NMRI";"Mixed";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1076";4905;"Rat";"Sprague-Dawley";"Mixed";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1081";4921;"Mouse";"C3H/FIB";"Mixed";51.0;"week(s)";78.0;"week(s)";"Diet";"Irregular dosing schedules were used. Results for only a small number of tissues were reported"
"1081";4922;"Hamster";"";"Female";52.0;"week(s)";52.0;"week(s)";"Drinking water";"Results for only a small number of tissues were reported"
"1082";4932;"Rat";"Not specified";"Female";47.0;"week(s)";69.0;"week(s)";"Intravenous";""
"1082";4933;"Mouse";"B6C3F1";"Female";78.0;"week(s)";90.0;"week(s)";"Gavage";""
"1082";4934;"Mouse";"B6C3F1";"Male";78.0;"week(s)";90.0;"week(s)";"Gavage";""
"1082";4935;"Rat";"Osborne-Mendel";"Female";78.0;"week(s)";110.0;"week(s)";"Gavage";""
"1082";4936;"Rat";"Osborne-Mendel";"Male";78.0;"week(s)";110.0;"week(s)";"Gavage";""
"1082";4937;"Mouse";"Crj:BDF1";"Female";104.0;"week(s)";104.0;"week(s)";"Inhalation";""
"1082";4938;"Mouse";"Crj:BDF1";"Male";104.0;"week(s)";104.0;"week(s)";"Inhalation";""
"1082";4939;"Rat";"Fischer 344/DuCrj";"Female";104.0;"week(s)";104.0;"week(s)";"Inhalation";""
"1082";4940;"Rat";"Fischer 344/DuCrj";"Male";104.0;"week(s)";104.0;"week(s)";"Inhalation";""
"1095";4943;"Mouse";"Swiss";"Female";118.0;"week(s)";118.0;"week(s)";"Drinking water";""
"1095";4944;"Mouse";"Swiss";"Male";118.0;"week(s)";118.0;"week(s)";"Drinking water";""
"1083";4955;"Rat";"Wistar";"Female";106.0;"week(s)";106.0;"week(s)";"Diet";"The test substance was technical grade"
"1083";4956;"Rat";"Wistar";"Male";106.0;"week(s)";106.0;"week(s)";"Diet";"The test substance was technical grade"
"1084";4957;"Mouse";"B6C3F1";"Male";67.0;"week(s)";89.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups"
"1084";4958;"Rat";"Osborne-Mendel";"Female";80.0;"week(s)";112.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1084";4959;"Rat";"Osborne-Mendel";"Male";80.0;"week(s)";112.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1084";4960;"Mouse";"B6C3F1";"Female";80.0;"week(s)";89.0;"week(s)";"Diet";""
"1087";4982;"Rat";"Sprague-Dawley";"Female";91.0;"week(s)";104.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4983;"Rat";"Sprague-Dawley";"Male";91.0;"week(s)";104.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4984;"Mouse";"C57BL/6";"Female";118.0;"week(s)";143.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4985;"Mouse";"C57BL/6";"Male";125.0;"week(s)";153.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
"1087";4986;"Mouse";"BALB/cStCrlfC3Hf/Nctr";"Male";121.0;"week(s)";126.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups. Test subject survival was decreased"
